First_Name,Last_Name,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status 1,Sales Performance Status 2,Customer Handling Rating 2
Amanda,Andrews,Finance,Accountant,7/21/2015,67937,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Christina,Gould,IT,Software Engineer,01/06/2021,87452,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Ronald,Brown,IT,IT Support,11/30/2022,117021,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Kelly,Serrano,Marketing,Marketing Analyst,1/24/2018,60128,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michael,Thomas,Sales,Sales Manager,05/03/2016,83789,56224,140709,0.03903773,2194.86,4,0,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Priscilla,Price,Customer Support,Support Specialist,11/09/2016,45870,,,,,1,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Phillip,Brown,Sales,Account Manager,5/22/2020,48419,56729,125622,0.056282733,3192.86,4,4,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
James,Travis,IT,Data Analyst,10/20/2017,50871,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jessica,Heath,Finance,Auditor,11/07/2020,97741,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Tamara,Flores,Marketing,Marketing Analyst,02/03/2018,56265,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Katherine,Paul,Marketing,SEO Specialist,8/14/2020,59718,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Lori,Carlson,Finance,Auditor,10/07/2016,108807,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Larsen,Finance,Auditor,7/26/2022,75044,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Emma,Smith,Finance,Auditor,2/21/2022,93672,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Scott,Richard,Customer Support,Call Center Agent,05/06/2017,41717,,,,,1,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Beth,Castro,HR,HR Manager,10/24/2023,84954,,,,,,,89,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Courtney,Hardy,Marketing,SEO Specialist,8/30/2022,61550,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Stacy,Martin,Finance,Auditor,06/09/2021,56907,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Johnathan,Martinez,Finance,Auditor,5/30/2016,72668,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Brown,HR,Recruiter,2/14/2018,62702,,,,,,,66,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
James,Rodriguez,Sales,Sales Manager,12/28/2023,58920,216528,197011,0.032411533,7018,5,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Susan,Anderson,Sales,Account Manager,9/23/2018,80019,25871,79693,0.035642243,922.1,1,5,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Robin,Spence,Marketing,Content Strategist,2/22/2023,81430,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kristin,Nolan,Marketing,SEO Specialist,9/29/2022,54100,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
John,Horne,HR,HR Manager,12/18/2022,74626,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Julie,Garrett,IT,IT Support,5/31/2015,108548,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Robyn,Simmons,Customer Support,Call Center Agent,7/14/2021,57320,,,,,5,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Jonathan,Bonilla,IT,Software Engineer,2/13/2015,79197,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Cathy,Klein,HR,HR Manager,05/03/2019,79886,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Randall,Roberts,IT,Data Analyst,07/09/2018,90897,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Duane,Ortega,HR,HR Manager,11/02/2023,66866,,,,,,,84,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jason,Martinez,Operations,Procurement Specialist,06/06/2022,67266,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Abigail,Watson,Marketing,Marketing Analyst,11/25/2016,70565,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kevin,Lee,Finance,Accountant,8/25/2017,80781,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Kimberly,Jones,Marketing,Content Strategist,4/29/2016,45468,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Andrew,Watson,Sales,Account Manager,12/12/2018,50407,184862,113415,0.040389674,7466.52,4,1,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Deborah,Jordan,Finance,Accountant,8/14/2018,56401,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jesus,Bond,IT,IT Support,7/15/2021,111699,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Candace,Macdonald,Sales,Sales Manager,11/05/2023,64669,45534,133670,0.060945293,2775.08,5,9,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Kathy,Ross,Operations,Operations Manager,02/06/2021,59914,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Frank,Gonzalez,HR,HR Coordinator,03/05/2017,86997,,,,,,,97,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Raymond,Miller,Finance,Auditor,06/10/2018,71036,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Robert,Johnson,HR,HR Manager,10/30/2016,47642,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
David,Campbell,Sales,Account Manager,07/11/2023,80791,232291,73601,0.057101585,13264.18,2,8,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Julie,Beck,Customer Support,Call Center Agent,3/28/2022,39430,,,,,3,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Larry,Richards,HR,HR Coordinator,08/02/2022,63542,,,,,,,92,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Daniel,Mckay,Finance,Auditor,12/06/2017,84603,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Terri,Campbell,Marketing,Content Strategist,11/25/2021,71758,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mrs. Karen,Young,HR,HR Coordinator,03/07/2021,47948,,,,,,,97,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jordan,Cobb,Finance,Accountant,10/26/2023,59321,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,George,Customer Support,Call Center Agent,05/04/2022,43661,,,,,3,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Brandon,Green,IT,IT Support,7/31/2018,67634,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Harvey,Finance,Auditor,1/26/2016,99826,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jacob,Crawford,Finance,Accountant,9/22/2023,92982,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Teresa,Parker,IT,Data Analyst,5/19/2022,97249,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Michael Williams,Md,HR,HR Manager,11/12/2022,72666,,,,,,,60,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kristin,Diaz,Marketing,Marketing Analyst,4/29/2015,48050,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Katrina,Smith,Operations,Logistics Coordinator,10/30/2020,63953,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Frederick,Pugh,IT,IT Support,8/16/2018,61114,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Mr. Andrew,Castro,IT,IT Support,07/01/2016,53044,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
James,Morgan,Sales,Account Manager,07/09/2016,55131,125647,176230,0.05257264,6605.59,1,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Christina,Walker,Sales,Account Manager,11/06/2020,44476,170866,164459,0.066785847,11411.43,4,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Chad,Hancock,Customer Support,Call Center Agent,10/22/2019,67785,,,,,4,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Regina,Cuevas,Sales,Sales Manager,2/27/2018,60927,170548,124174,0.033352148,5688.14,4,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Kara,Johnson,Operations,Procurement Specialist,5/14/2022,79977,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Stephen,Gates,Finance,Financial Analyst,12/04/2019,65643,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Beverly,Hernandez,HR,Recruiter,6/20/2017,68803,,,,,,,67,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Garrett,Decker,Marketing,Content Strategist,02/03/2022,59052,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Ronald,Tucker,HR,HR Manager,11/14/2016,47791,,,,,,,74,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Nicole,Gonzales,HR,HR Coordinator,01/08/2016,58977,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jeffrey,Stone,Operations,Procurement Specialist,10/24/2016,93308,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Michael,Peterson,Sales,Sales Manager,05/07/2021,77964,129658,150443,0.027725081,3594.78,1,2,,Bryan Burnett,Meets Expectations,Meets Expectations,Needs Improvement
Lisa,Campbell,Marketing,SEO Specialist,08/10/2017,79901,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Ryan,Pineda,Marketing,SEO Specialist,2/27/2017,65004,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Smith,Sales,Sales Manager,6/28/2015,64627,179560,50144,0.045886377,8239.36,5,2,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Mr. Robert,Turner,Customer Support,Support Specialist,10/12/2022,37953,,,,,5,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Cooke,Finance,Financial Analyst,03/05/2020,61941,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Elizabeth,Cherry,Operations,Operations Manager,03/12/2017,92798,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Cynthia,Jackson,IT,Software Engineer,07/11/2018,84997,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Erica,Middleton,Customer Support,Customer Service Rep,5/31/2017,62487,,,,,1,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Lynn,Holt,Marketing,Content Strategist,08/12/2018,52735,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Carlos,Rosales,HR,Recruiter,5/13/2020,75499,,,,,,,98,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jeremy,Benton,IT,Data Analyst,6/14/2021,66012,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Hannah,Perez,Sales,Sales Manager,1/29/2017,40866,219651,133513,0.027102589,5953.11,5,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Timothy,Kaiser,Marketing,Content Strategist,1/20/2019,70780,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
John,Meyer,HR,HR Manager,05/04/2018,49397,,,,,,,88,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Sue,Green,Customer Support,Customer Service Rep,5/30/2020,45901,,,,,1,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
William,Munoz,Sales,Sales Executive,10/19/2018,78244,95138,144411,0.038098228,3624.59,3,2,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Brandon,Brock,Customer Support,Call Center Agent,9/19/2018,56315,,,,,2,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Michael,Skinner,Marketing,Marketing Analyst,5/27/2022,77258,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Todd Smith,Md,HR,Recruiter,4/27/2016,54189,,,,,,,61,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Manuel,Nelson,Marketing,Content Strategist,5/18/2016,58385,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mr. Carlos,Cook,Finance,Auditor,09/08/2023,102107,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Randall,Myers,Operations,Operations Manager,5/14/2017,99331,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Victoria,Mitchell,Finance,Accountant,3/26/2021,75490,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Lee,Finance,Auditor,11/01/2017,72358,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Porter,Operations,Procurement Specialist,07/01/2016,59681,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Martin,Sales,Account Manager,03/01/2018,57374,109992,188612,0.03497509,3846.98,2,4,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
April,Reynolds,IT,IT Support,2/27/2015,60364,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Gerald,Curry,Marketing,Marketing Analyst,03/12/2015,54711,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Holly,Miller,Finance,Financial Analyst,07/08/2018,98206,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Rebecca,Patton,Marketing,Marketing Analyst,6/22/2017,84949,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Dakota,Taylor,IT,IT Support,11/30/2018,103143,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Rebecca,Wilson,Marketing,Content Strategist,6/26/2020,80040,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Stephanie,Crawford,HR,HR Coordinator,12/02/2015,72507,,,,,,,72,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Madison,Miller,HR,HR Manager,12/02/2019,46537,,,,,,,78,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Chris,Bautista,Sales,Sales Executive,9/18/2020,89651,218132,104910,0.038728834,8448,1,6,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
David,Hicks,Marketing,Content Strategist,09/05/2016,59648,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Brittany,Jones,Marketing,Marketing Analyst,07/07/2021,67715,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kristen,Larson,Marketing,Marketing Analyst,3/29/2020,66742,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jennifer,Avila,Finance,Accountant,03/01/2023,68041,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Jay,Hutchinson,Finance,Auditor,3/15/2023,108080,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lindsey,Simmons,Customer Support,Customer Service Rep,01/09/2017,43063,,,,,5,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Mark,Hall,Finance,Auditor,2/28/2020,78603,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Barbara,Manning,HR,Recruiter,11/20/2019,77607,,,,,,,75,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Justin,Harrell,Marketing,Marketing Analyst,07/11/2021,76242,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Carrie,Tran,Customer Support,Customer Service Rep,1/27/2019,38085,,,,,3,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Krystal,Brown,Sales,Sales Manager,04/04/2020,55782,239910,145400,0.059053614,14167.55,3,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Christina,Marquez,IT,Data Analyst,4/26/2022,78946,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Lori,Spencer,IT,IT Support,10/17/2019,81736,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Madison,Wright,Finance,Financial Analyst,04/05/2023,100351,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
John,Miller,Finance,Financial Analyst,12/16/2018,57828,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Daniel,Smith,Marketing,Marketing Analyst,1/17/2020,63306,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Rita,Martin,HR,HR Coordinator,4/16/2023,94087,,,,,,,83,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Darren,Wolf,Customer Support,Call Center Agent,10/19/2017,68578,,,,,5,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Joann,Gordon,Marketing,SEO Specialist,1/30/2023,61055,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Ashley,Santana,Marketing,Content Strategist,2/20/2017,62591,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Mary,Young,Customer Support,Customer Service Rep,08/01/2021,42040,,,,,5,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Amy,Johnson,Marketing,SEO Specialist,11/14/2016,58889,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kimberly,Powers,Sales,Sales Executive,10/04/2017,87327,248104,72814,0.04228241,10490.44,1,1,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Deborah,Jacobs,Sales,Sales Manager,04/09/2016,74443,141786,99231,0.046785777,6633.57,3,0,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Alexander,Lynch,Sales,Account Manager,02/07/2015,40716,159260,62644,0.063907224,10177.86,1,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Amanda,Christensen,HR,HR Coordinator,10/16/2018,77250,,,,,,,84,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Victor,Morris,Operations,Procurement Specialist,8/23/2019,68029,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Chad,Griffith,Operations,Operations Manager,10/04/2015,51620,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Sweeney,IT,IT Support,6/17/2018,63293,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Michael,Washington,Customer Support,Call Center Agent,04/04/2022,62912,,,,,3,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Lindsay,Davis,Finance,Accountant,9/18/2020,76037,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Allison,Jones,Customer Support,Support Specialist,5/22/2021,49388,,,,,5,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Hart,Customer Support,Support Specialist,11/22/2015,58925,,,,,3,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
